time,vehid,x,y,z,speed
40.00,veh17,-11860.00,3.50,0.50,22.25
40.00,veh18,-12600.00,0.00,0.50,22.50
40.00,veh19,-13340.00,3.50,0.50,22.75
40.00,veh20,-14080.00,0.00,0.50,23.00
40.00,veh21,-14820.00,3.50,0.50,23.25
40.00,veh22,-15560.00,0.00,0.50,23.50
40.00,veh23,-16300.00,3.50,0.50,23.75
40.00,veh24,-17040.00,0.00,0.50,24.00
40.00,veh25,-17780.00,3.50,0.50,24.25
40.00,veh26,-18520.00,0.00,0.50,24.50
40.00,veh27,-19260.00,3.50,0.50,24.75
40.00,veh28,-20000.00,0.00,0.50,25.00
40.00,veh29,-20740.00,3.50,0.50,25.25
40.00,veh30,-21480.00,0.00,0.50,25.50
40.00,veh31,-22220.00,3.50,0.50,25.75
40.00,veh32,-22960.00,0.00,0.50,26.00
40.00,veh33,-23700.00,3.50,0.50,26.25
40.00,veh34,-24440.00,0.00,0.50,26.50
40.00,veh35,-25180.00,3.50,0.50,26.75
40.00,veh36,-25920.00,0.00,0.50,27.00
40.00,veh37,-26660.00,3.50,0.50,27.25
40.00,veh38,-27400.00,0.00,0.50,27.50
40.00,veh39,-28140.00,3.50,0.50,27.75
41.00,veh0,738.00,0.00,0.50,18.00
41.00,veh1,-1.75,3.50,0.50,18.25
41.00,veh2,-741.50,0.00,0.50,18.50
41.00,veh3,-1481.25,3.50,0.50,18.75
41.00,veh4,-2221.00,0.00,0.50,19.00
41.00,veh5,-2960.75,3.50,0.50,19.25
41.00,veh6,-3700.50,0.00,0.50,19.50
41.00,veh7,-4440.25,3.50,0.50,19.75
41.00,veh8,-5180.00,0.00,0.50,20.00
41.00,veh9,-5919.75,3.50,0.50,20.25
41.00,veh10,-6659.50,0.00,0.50,20.50
41.00,veh11,-7399.25,3.50,0.50,20.75
41.00,veh12,-8139.00,0.00,0.50,21.00
41.00,veh13,-8878.75,3.50,0.50,21.25
41.00,veh14,-9618.50,0.00,0.50,21.50
41.00,veh15,-10358.25,3.50,0.50,21.75
41.00,veh16,-11098.00,0.00,0.50,22.00
41.00,veh17,-11837.75,3.50,0.50,22.25
41.00,veh18,-12577.50,0.00,0.50,22.50
41.00,veh19,-13317.25,3.50,0.50,22.75
41.00,veh20,-14057.00,0.00,0.50,23.00
41.00,veh21,-14796.75,3.50,0.50,23.25
41.00,veh22,-15536.50,0.00,0.50,23.50
41.00,veh23,-16276.25,3.50,0.50,23.75
41.00,veh24,-17016.00,0.00,0.50,24.00
41.00,veh25,-17755.75,3.50,0.50,24.25
41.00,veh26,-18495.50,0.00,0.50,24.50
41.00,veh27,-19235.25,3.50,0.50,24.75
41.00,veh28,-19975.00,0.00,0.50,25.00
41.00,veh29,-20714.75,3.50,0.50,25.25
41.00,veh30,-21454.50,0.00,0.50,25.50
41.00,veh31,-22194.25,3.50,0.50,25.75
41.00,veh32,-22934.00,0.00,0.50,26.00
41.00,veh33,-23673.75,3.50,0.50,26.25
41.00,veh34,-24413.50,0.00,0.50,26.50
41.00,veh35,-25153.25,3.50,0.50,26.75
41.00,veh36,-25893.00,0.00,0.50,27.00
41.00,veh37,-26632.75,3.50,0.50,27.25
41.00,veh38,-27372.50,0.00,0.50,27.50
41.00,veh39,-28112.25,3.50,0.50,27.75
42.00,veh0,756.00,0.00,0.50,18.00
42.00,veh1,16.50,3.50,0.50,18.25
42.00,veh2,-723.00,0.00,0.50,18.50
42.00,veh3,-1462.50,3.50,0.50,18.75
42.00,veh4,-2202.00,0.00,0.50,19.00
42.00,veh5,-2941.50,3.50,0.50,19.25
42.00,veh6,-3681.00,0.00,0.50,19.50
42.00,veh7,-4420.50,3.50,0.50,19.75
42.00,veh8,-5160.00,0.00,0.50,20.00
42.00,veh9,-5899.50,3.50,0.50,20.25
42.00,veh10,-6639.00,0.00,0.50,20.50
42.00,veh11,-7378.50,3.50,0.50,20.75
42.00,veh12,-8118.00,0.00,0.50,21.00
42.00,veh13,-8857.50,3.50,0.50,21.25
42.00,veh14,-9597.00,0.00,0.50,21.50
42.00,veh15,-10336.50,3.50,0.50,21.75
42.00,veh16,-11076.00,0.00,0.50,22.00
42.00,veh17,-11815.50,3.50,0.50,22.25
42.00,veh18,-12555.00,0.00,0.50,22.50
42.00,veh19,-13294.50,3.50,0.50,22.75
42.00,veh20,-14034.00,0.00,0.50,23.00
42.00,veh21,-14773.50,3.50,0.50,23.25
42.00,veh22,-15513.00,0.00,0.50,23.50
42.00,veh23,-16252.50,3.50,0.50,23.75
42.00,veh24,-16992.00,0.00,0.50,24.00
42.00,veh25,-17731.50,3.50,0.50,24.25
42.00,veh26,-18471.00,0.00,0.50,24.50
42.00,veh27,-19210.50,3.50,0.50,24.75
42.00,veh28,-19950.00,0.00,0.50,25.00
42.00,veh29,-20689.50,3.50,0.50,25.25
42.00,veh30,-21429.00,0.00,0.50,25.50
42.00,veh31,-22168.50,3.50,0.50,25.75
42.00,veh32,-22908.00,0.00,0.50,26.00
42.00,veh33,-23647.50,3.50,0.50,26.25
42.00,veh34,-24387.00,0.00,0.50,26.50
42.00,veh35,-25126.50,3.50,0.50,26.75
42.00,veh36,-25866.00,0.00,0.50,27.00
42.00,veh37,-26605.50,3.50,0.50,27.25
42.00,veh38,-27345.00,0.00,0.50,27.50
42.00,veh39,-28084.50,3.50,0.50,27.75
43.00,veh0,774.00,0.00,0.50,18.00
43.00,veh1,34.75,3.50,0.50,18.25
43.00,veh2,-704.50,0.00,0.50,18.50
43.00,veh3,-1443.75,3.50,0.50,18.75
43.00,veh4,-2183.00,0.00,0.50,19.00
43.00,veh5,-2922.25,3.50,0.50,19.25
43.00,veh6,-3661.50,0.00,0.50,19.50
43.00,veh7,-4400.75,3.50,0.50,19.75
43.00,veh8,-5140.00,0.00,0.50,20.00
43.00,veh9,-5879.25,3.50,0.50,20.25
43.00,veh10,-6618.50,0.00,0.50,20.50
43.00,veh11,-7357.75,3.50,0.50,20.75
43.00,veh12,-8097.00,0.00,0.50,21.00
43.00,veh13,-8836.25,3.50,0.50,21.25
43.00,veh14,-9575.50,0.00,0.50,21.50
43.00,veh15,-10314.75,3.50,0.50,21.75
43.00,veh16,-11054.00,0.00,0.50,22.00
43.00,veh17,-11793.25,3.50,0.50,22.25
43.00,veh18,-12532.50,0.00,0.50,22.50
43.00,veh19,-13271.75,3.50,0.50,22.75
43.00,veh20,-14011.00,0.00,0.50,23.00
43.00,veh21,-14750.25,3.50,0.50,23.25
43.00,veh22,-15489.50,0.00,0.50,23.50
43.00,veh23,-16228.75,3.50,0.50,23.75
43.00,veh24,-16968.00,0.00,0.50,24.00
43.00,veh25,-17707.25,3.50,0.50,24.25
43.00,veh26,-18446.50,0.00,0.50,24.50
43.00,veh27,-19185.75,3.50,0.50,24.75
43.00,veh28,-19925.00,0.00,0.50,25.00
43.00,veh29,-20664.25,3.50,0.50,25.25
43.00,veh30,-21403.50,0.00,0.50,25.50
43.00,veh31,-22142.75,3.50,0.50,25.75
43.00,veh32,-22882.00,0.00,0.50,26.00
43.00,veh33,-23621.25,3.50,0.50,26.25
43.00,veh34,-24360.50,0.00,0.50,26.50
43.00,veh35,-25099.75,3.50,0.50,26.75
43.00,veh36,-25839.00,0.00,0.50,27.00
43.00,veh37,-26578.25,3.50,0.50,27.25
43.00,veh38,-27317.50,0.00,0.50,27.50
43.00,veh39,-28056.75,3.50,0.50,27.75
44.00,veh0,792.00,0.00,0.50,18.00
44.00,veh1,53.00,3.50,0.50,18.25
44.00,veh2,-686.00,0.00,0.50,18.50
44.00,veh3,-1425.00,3.50,0.50,18.75
44.00,veh4,-2164.00,0.00,0.50,19.00
44.00,veh5,-2903.00,3.50,0.50,19.25
44.00,veh6,-3642.00,0.00,0.50,19.50
44.00,veh7,-4381.00,3.50,0.50,19.75
44.00,veh8,-5120.00,0.00,0.50,20.00
44.00,veh9,-5859.00,3.50,0.50,20.25
44.00,veh10,-6598.00,0.00,0.50,20.50
44.00,veh11,-7337.00,3.50,0.50,20.75
44.00,veh12,-8076.00,0.00,0.50,21.00
44.00,veh13,-8815.00,3.50,0.50,21.25
44.00,veh14,-9554.00,0.00,0.50,21.50
44.00,veh15,-10293.00,3.50,0.50,21.75
44.00,veh16,-11032.00,0.00,0.50,22.00
44.00,veh17,-11771.00,3.50,0.50,22.25
44.00,veh18,-12510.00,0.00,0.50,22.50
44.00,veh19,-13249.00,3.50,0.50,22.75
44.00,veh20,-13988.00,0.00,0.50,23.00
44.00,veh21,-14727.00,3.50,0.50,23.25
44.00,veh22,-15466.00,0.00,0.50,23.50
44.00,veh23,-16205.00,3.50,0.50,23.75
44.00,veh24,-16944.00,0.00,0.50,24.00
44.00,veh25,-17683.00,3.50,0.50,24.25
44.00,veh26,-18422.00,0.00,0.50,24.50
44.00,veh27,-19161.00,3.50,0.50,24.75
44.00,veh28,-19900.00,0.00,0.50,25.00
44.00,veh29,-20639.00,3.50,0.50,25.25
44.00,veh30,-21378.00,0.00,0.50,25.50
44.00,veh31,-22117.00,3.50,0.50,25.75
44.00,veh32,-22856.00,0.00,0.50,26.00
44.00,veh33,-23595.00,3.50,0.50,26.25
44.00,veh34,-24334.00,0.00,0.50,26.50
44.00,veh35,-25073.00,3.50,0.50,26.75
44.00,veh36,-25812.00,0.00,0.50,27.00
44.00,veh37,-26551.00,3.50,0.50,27.25
44.00,veh38,-27290.00,0.00,0.50,27.50
44.00,veh39,-28029.00,3.50,0.50,27.75
45.00,veh0,810.00,0.00,0.50,18.00
45.00,veh1,71.25,3.50,0.50,18.25
45.00,veh2,-667.50,0.00,0.50,18.50
45.00,veh3,-1406.25,3.50,0.50,18.75
45.00,veh4,-2145.00,0.00,0.50,19.00
45.00,veh5,-2883.75,3.50,0.50,19.25
45.00,veh6,-3622.50,0.00,0.50,19.50
45.00,veh7,-4361.25,3.50,0.50,19.75
45.00,veh8,-5100.00,0.00,0.50,20.00
45.00,veh9,-5838.75,3.50,0.50,20.25
45.00,veh10,-6577.50,0.00,0.50,20.50
45.00,veh11,-7316.25,3.50,0.50,20.75
45.00,veh12,-8055.00,0.00,0.50,21.00
45.00,veh13,-8793.75,3.50,0.50,21.25
45.00,veh14,-9532.50,0.00,0.50,21.50
45.00,veh15,-10271.25,3.50,0.50,21.75
45.00,veh16,-11010.00,0.00,0.50,22.00
45.00,veh17,-11748.75,3.50,0.50,22.25
45.00,veh18,-12487.50,0.00,0.50,22.50
45.00,veh19,-13226.25,3.50,0.50,22.75
45.00,veh20,-13965.00,0.00,0.50,23.00
45.00,veh21,-14703.75,3.50,0.50,23.25
45.00,veh22,-15442.50,0.00,0.50,23.50
45.00,veh23,-16181.25,3.50,0.50,23.75
45.00,veh24,-16920.00,0.00,0.50,24.00
45.00,veh25,-17658.75,3.50,0.50,24.25
45.00,veh26,-18397.50,0.00,0.50,24.50
45.00,veh27,-19136.25,3.50,0.50,24.75
45.00,veh28,-19875.00,0.00,0.50,25.00
45.00,veh29,-20613.75,3.50,0.50,25.25
45.00,veh30,-21352.50,0.00,0.50,25.50
45.00,veh31,-22091.25,3.50,0.50,25.75
45.00,veh32,-22830.00,0.00,0.50,26.00
45.00,veh33,-23568.75,3.50,0.50,26.25
45.00,veh34,-24307.50,0.00,0.50,26.50
45.00,veh35,-25046.25,3.50,0.50,26.75
45.00,veh36,-25785.00,0.00,0.50,27.00
45.00,veh37,-26523.75,3.50,0.50,27.25
45.00,veh38,-27262.50,0.00,0.50,27.50
45.00,veh39,-28001.25,3.50,0.50,27.75
46.00,veh0,828.00,0.00,0.50,18.00
46.00,veh1,89.50,3.50,0.50,18.25
46.00,veh2,-649.00,0.00,0.50,18.50
46.00,veh3,-1387.50,3.50,0.50,18.75
46.00,veh4,-2126.00,0.00,0.50,19.00
46.00,veh5,-2864.50,3.50,0.50,19.25
46.00,veh6,-3603.00,0.00,0.50,19.50
46.00,veh7,-4341.50,3.50,0.50,19.75
46.00,veh8,-5080.00,0.00,0.50,20.00
46.00,veh9,-5818.50,3.50,0.50,20.25
46.00,veh10,-6557.00,0.00,0.50,20.50
46.00,veh11,-7295.50,3.50,0.50,20.75
46.00,veh12,-8034.00,0.00,0.50,21.00
46.00,veh13,-8772.50,3.50,0.50,21.25
46.00,veh14,-9511.00,0.00,0.50,21.50
46.00,veh15,-10249.50,3.50,0.50,21.75
46.00,veh16,-10988.00,0.00,0.50,22.00
46.00,veh17,-11726.50,3.50,0.50,22.25
46.00,veh18,-12465.00,0.00,0.50,22.50
46.00,veh19,-13203.50,3.50,0.50,22.75
46.00,veh20,-13942.00,0.00,0.50,23.00
46.00,veh21,-14680.50,3.50,0.50,23.25
46.00,veh22,-15419.00,0.00,0.50,23.50
46.00,veh23,-16157.50,3.50,0.50,23.75
46.00,veh24,-16896.00,0.00,0.50,24.00
46.00,veh25,-17634.50,3.50,0.50,24.25
46.00,veh26,-18373.00,0.00,0.50,24.50
46.00,veh27,-19111.50,3.50,0.50,24.75
46.00,veh28,-19850.00,0.00,0.50,25.00
46.00,veh29,-20588.50,3.50,0.50,25.25
46.00,veh30,-21327.00,0.00,0.50,25.50
46.00,veh31,-22065.50,3.50,0.50,25.75
46.00,veh32,-22804.00,0.00,0.50,26.00
46.00,veh33,-23542.50,3.50,0.50,26.25
46.00,veh34,-24281.00,0.00,0.50,26.50
46.00,veh35,-25019.50,3.50,0.50,26.75
46.00,veh36,-25758.00,0.00,0.50,27.00
46.00,veh37,-26496.50,3.50,0.50,27.25
46.00,veh38,-27235.00,0.00,0.50,27.50
46.00,veh39,-27973.50,3.50,0.50,27.75
47.00,veh0,846.00,0.00,0.50,18.00
47.00,veh1,107.75,3.50,0.50,18.25
47.00,veh2,-630.50,0.00,0.50,18.50
47.00,veh3,-1368.75,3.50,0.50,18.75
47.00,veh4,-2107.00,0.00,0.50,19.00
47.00,veh5,-2845.25,3.50,0.50,19.25
47.00,veh6,-3583.50,0.00,0.50,19.50
47.00,veh7,-4321.75,3.50,0.50,19.75
47.00,veh8,-5060.00,0.00,0.50,20.00
47.00,veh9,-5798.25,3.50,0.50,20.25
47.00,veh10,-6536.50,0.00,0.50,20.50
47.00,veh11,-7274.75,3.50,0.50,20.75
47.00,veh12,-8013.00,0.00,0.50,21.00
47.00,veh13,-8751.25,3.50,0.50,21.25
47.00,veh14,-9489.50,0.00,0.50,21.50
47.00,veh15,-10227.75,3.50,0.50,21.75
47.00,veh16,-10966.00,0.00,0.50,22.00
47.00,veh17,-11704.25,3.50,0.50,22.25
47.00,veh18,-12442.50,0.00,0.50,22.50
47.00,veh19,-13180.75,3.50,0.50,22.75
47.00,veh20,-13919.00,0.00,0.50,23.00
47.00,veh21,-14657.25,3.50,0.50,23.25
47.00,veh22,-15395.50,0.00,0.50,23.50
47.00,veh23,-16133.75,3.50,0.50,23.75
47.00,veh24,-16872.00,0.00,0.50,24.00
47.00,veh25,-17610.25,3.50,0.50,24.25
47.00,veh26,-18348.50,0.00,0.50,24.50
47.00,veh27,-19086.75,3.50,0.50,24.75
47.00,veh28,-19825.00,0.00,0.50,25.00
47.00,veh29,-20563.25,3.50,0.50,25.25
47.00,veh30,-21301.50,0.00,0.50,25.50
47.00,veh31,-22039.75,3.50,0.50,25.75
47.00,veh32,-22778.00,0.00,0.50,26.00
47.00,veh33,-23516.25,3.50,0.50,26.25
47.00,veh34,-24254.50,0.00,0.50,26.50
47.00,veh35,-24992.75,3.50,0.50,26.75
47.00,veh36,-25731.00,0.00,0.50,27.00
47.00,veh37,-26469.25,3.50,0.50,27.25
47.00,veh38,-27207.50,0.00,0.50,27.50
47.00,veh39,-27945.75,3.50,0.50,27.75
48.00,veh0,864.00,0.00,0.50,18.00
48.00,veh1,126.00,3.50,0.50,18.25
48.00,veh2,-612.00,0.00,0.50,18.50
48.00,veh3,-1350.00,3.50,0.50,18.75
48.00,veh4,-2088.00,0.00,0.50,19.00
48.00,veh5,-2826.00,3.50,0.50,19.25
48.00,veh6,-3564.00,0.00,0.50,19.50
48.00,veh7,-4302.00,3.50,0.50,19.75
48.00,veh8,-5040.00,0.00,0.50,20.00
48.00,veh9,-5778.00,3.50,0.50,20.25
48.00,veh10,-6516.00,0.00,0.50,20.50
48.00,veh11,-7254.00,3.50,0.50,20.75
48.00,veh12,-7992.00,0.00,0.50,21.00
48.00,veh13,-8730.00,3.50,0.50,21.25
48.00,veh14,-9468.00,0.00,0.50,21.50
48.00,veh15,-10206.00,3.50,0.50,21.75
48.00,veh16,-10944.00,0.00,0.50,22.00
48.00,veh17,-11682.00,3.50,0.50,22.25
48.00,veh18,-12420.00,0.00,0.50,22.50
48.00,veh19,-13158.00,3.50,0.50,22.75
48.00,veh20,-13896.00,0.00,0.50,23.00
48.00,veh21,-14634.00,3.50,0.50,23.25
48.00,veh22,-15372.00,0.00,0.50,23.50
48.00,veh23,-16110.00,3.50,0.50,23.75
48.00,veh24,-16848.00,0.00,0.50,24.00
48.00,veh25,-17586.00,3.50,0.50,24.25
48.00,veh26,-18324.00,0.00,0.50,24.50
48.00,veh27,-19062.00,3.50,0.50,24.75
48.00,veh28,-19800.00,0.00,0.50,25.00
48.00,veh29,-20538.00,3.50,0.50,25.25
48.00,veh30,-21276.00,0.00,0.50,25.50
48.00,veh31,-22014.00,3.50,0.50,25.75
48.00,veh32,-22752.00,0.00,0.50,26.00
48.00,veh33,-23490.00,3.50,0.50,26.25
48.00,veh34,-24228.00,0.00,0.50,26.50
48.00,veh35,-24966.00,3.50,0.50,26.75
48.00,veh36,-25704.00,0.00,0.50,27.00
48.00,veh37,-26442.00,3.50,0.50,27.25
48.00,veh38,-27180.00,0.00,0.50,27.50
48.00,veh39,-27918.00,3.50,0.50,27.75
49.00,veh0,882.00,0.00,0.50,18.00
49.00,veh1,144.25,3.50,0.50,18.25
49.00,veh2,-593.50,0.00,0.50,18.50
49.00,veh3,-1331.25,3.50,0.50,18.75
49.00,veh4,-2069.00,0.00,0.50,19.00
49.00,veh5,-2806.75,3.50,0.50,19.25
49.00,veh6,-3544.50,0.00,0.50,19.50
49.00,veh7,-4282.25,3.50,0.50,19.75
49.00,veh8,-5020.00,0.00,0.50,20.00
49.00,veh9,-5757.75,3.50,0.50,20.25
49.00,veh10,-6495.50,0.00,0.50,20.50
49.00,veh11,-7233.25,3.50,0.50,20.75
49.00,veh12,-7971.00,0.00,0.50,21.00
49.00,veh13,-8708.75,3.50,0.50,21.25
49.00,veh14,-9446.50,0.00,0.50,21.50
49.00,veh15,-10184.25,3.50,0.50,21.75
49.00,veh16,-10922.00,0.00,0.50,22.00
49.00,veh17,-11659.75,3.50,0.50,22.25
49.00,veh18,-12397.50,0.00,0.50,22.50
49.00,veh19,-13135.25,3.50,0.50,22.75
49.00,veh20,-13873.00,0.00,0.50,23.00
49.00,veh21,-14610.75,3.50,0.50,23.25
49.00,veh22,-15348.50,0.00,0.50,23.50
49.00,veh23,-16086.25,3.50,0.50,23.75
49.00,veh24,-16824.00,0.00,0.50,24.00
49.00,veh25,-17561.75,3.50,0.50,24.25
49.00,veh26,-18299.50,0.00,0.50,24.50
49.00,veh27,-19037.25,3.50,0.50,24.75
49.00,veh28,-19775.00,0.00,0.50,25.00
49.00,veh29,-20512.75,3.50,0.50,25.25
49.00,veh30,-21250.50,0.00,0.50,25.50
49.00,veh31,-21988.25,3.50,0.50,25.75
49.00,veh32,-22726.00,0.00,0.50,26.00
49.00,veh33,-23463.75,3.50,0.50,26.25
49.00,veh34,-24201.50,0.00,0.50,26.50
49.00,veh35,-24939.25,3.50,0.50,26.75
49.00,veh36,-25677.00,0.00,0.50,27.00
49.00,veh37,-26414.75,3.50,0.50,27.25
49.00,veh38,-27152.50,0.00,0.50,27.50
49.00,veh39,-27890.25,3.50,0.50,27.75
50.00,veh0,900.00,0.00,0.50,18.00
50.00,veh1,162.50,3.50,0.50,18.25
50.00,veh2,-575.00,0.00,0.50,18.50
50.00,veh3,-1312.50,3.50,0.50,18.75
50.00,veh4,-2050.00,0.00,0.50,19.00
50.00,veh5,-2787.50,3.50,0.50,19.25
50.00,veh6,-3525.00,0.00,0.50,19.50
50.00,veh7,-4262.50,3.50,0.50,19.75
50.00,veh8,-5000.00,0.00,0.50,20.00
50.00,veh9,-5737.50,3.50,0.50,20.25
50.00,veh10,-6475.00,0.00,0.50,20.50
50.00,veh11,-7212.50,3.50,0.50,20.75
50.00,veh12,-7950.00,0.00,0.50,21.00
50.00,veh13,-8687.50,3.50,0.50,21.25
50.00,veh14,-9425.00,0.00,0.50,21.50
50.00,veh15,-10162.50,3.50,0.50,21.75
50.00,veh16,-10900.00,0.00,0.50,22.00
50.00,veh17,-11637.50,3.50,0.50,22.25
50.00,veh18,-12375.00,0.00,0.50,22.50
50.00,veh19,-13112.50,3.50,0.50,22.75
50.00,veh20,-13850.00,0.00,0.50,23.00
50.00,veh21,-14587.50,3.50,0.50,23.25
50.00,veh22,-15325.00,0.00,0.50,23.50
50.00,veh23,-16062.50,3.50,0.50,23.75
50.00,veh24,-16800.00,0.00,0.50,24.00
50.00,veh25,-17537.50,3.50,0.50,24.25
50.00,veh26,-18275.00,0.00,0.50,24.50
50.00,veh27,-19012.50,3.50,0.50,24.75
50.00,veh28,-19750.00,0.00,0.50,25.00
50.00,veh29,-20487.50,3.50,0.50,25.25
50.00,veh30,-21225.00,0.00,0.50,25.50
50.00,veh31,-21962.50,3.50,0.50,25.75
50.00,veh32,-22700.00,0.00,0.50,26.00
50.00,veh33,-23437.50,3.50,0.50,26.25
50.00,veh34,-24175.00,0.00,0.50,26.50
50.00,veh35,-24912.50,3.50,0.50,26.75
50.00,veh36,-25650.00,0.00,0.50,27.00
50.00,veh37,-26387.50,3.50,0.50,27.25
50.00,veh38,-27125.00,0.00,0.50,27.50
50.00,veh39,-27862.50,3.50,0.50,27.75
51.00,veh0,918.00,0.00,0.50,18.00
51.00,veh1,180.75,3.50,0.50,18.25
51.00,veh2,-556.50,0.00,0.50,18.50
51.00,veh3,-1293.75,3.50,0.50,18.75
51.00,veh4,-2031.00,0.00,0.50,19.00
51.00,veh5,-2768.25,3.50,0.50,19.25
51.00,veh6,-3505.50,0.00,0.50,19.50
51.00,veh7,-4242.75,3.50,0.50,19.75
51.00,veh8,-4980.00,0.00,0.50,20.00
51.00,veh9,-5717.25,3.50,0.50,20.25
51.00,veh10,-6454.50,0.00,0.50,20.50
51.00,veh11,-7191.75,3.50,0.50,20.75
51.00,veh12,-7929.00,0.00,0.50,21.00
51.00,veh13,-8666.25,3.50,0.50,21.25
51.00,veh14,-9403.50,0.00,0.50,21.50
51.00,veh15,-10140.75,3.50,0.50,21.75
51.00,veh16,-10878.00,0.00,0.50,22.00
51.00,veh17,-11615.25,3.50,0.50,22.25
51.00,veh18,-12352.50,0.00,0.50,22.50
51.00,veh19,-13089.75,3.50,0.50,22.75
51.00,veh20,-13827.00,0.00,0.50,23.00
51.00,veh21,-14564.25,3.50,0.50,23.25
51.00,veh22,-15301.50,0.00,0.50,23.50
51.00,veh23,-16038.75,3.50,0.50,23.75
51.00,veh24,-16776.00,0.00,0.50,24.00
51.00,veh25,-17513.25,3.50,0.50,24.25
51.00,veh26,-18250.50,0.00,0.50,24.50
51.00,veh27,-18987.75,3.50,0.50,24.75
51.00,veh28,-19725.00,0.00,0.50,25.00
51.00,veh29,-20462.25,3.50,0.50,25.25
51.00,veh30,-21199.50,0.00,0.50,25.50
51.00,veh31,-21936.75,3.50,0.50,25.75
51.00,veh32,-22674.00,0.00,0.50,26.00
51.00,veh33,-23411.25,3.50,0.50,26.25
51.00,veh34,-24148.50,0.00,0.50,26.50
51.00,veh35,-24885.75,3.50,0.50,26.75
51.00,veh36,-25623.00,0.00,0.50,27.00
51.00,veh37,-26360.25,3.50,0.50,27.25
51.00,veh38,-27097.50,0.00,0.50,27.50
51.00,veh39,-27834.75,3.50,0.50,27.75
52.00,veh0,936.00,0.00,0.50,18.00
52.00,veh1,199.00,3.50,0.50,18.25
52.00,veh2,-538.00,0.00,0.50,18.50
52.00,veh3,-1275.00,3.50,0.50,18.75
52.00,veh4,-2012.00,0.00,0.50,19.00
52.00,veh5,-2749.00,3.50,0.50,19.25
52.00,veh6,-3486.00,0.00,0.50,19.50
52.00,veh7,-4223.00,3.50,0.50,19.75
52.00,veh8,-4960.00,0.00,0.50,20.00
52.00,veh9,-5697.00,3.50,0.50,20.25
52.00,veh10,-6434.00,0.00,0.50,20.50
52.00,veh11,-7171.00,3.50,0.50,20.75
52.00,veh12,-7908.00,0.00,0.50,21.00
52.00,veh13,-8645.00,3.50,0.50,21.25
52.00,veh14,-9382.00,0.00,0.50,21.50
52.00,veh15,-10119.00,3.50,0.50,21.75
52.00,veh16,-10856.00,0.00,0.50,22.00
52.00,veh17,-11593.00,3.50,0.50,22.25
52.00,veh18,-12330.00,0.00,0.50,22.50
52.00,veh19,-13067.00,3.50,0.50,22.75
52.00,veh20,-13804.00,0.00,0.50,23.00
52.00,veh21,-14541.00,3.50,0.50,23.25
52.00,veh22,-15278.00,0.00,0.50,23.50
52.00,veh23,-16015.00,3.50,0.50,23.75
52.00,veh24,-16752.00,0.00,0.50,24.00
52.00,veh25,-17489.00,3.50,0.50,24.25
52.00,veh26,-18226.00,0.00,0.50,24.50
52.00,veh27,-18963.00,3.50,0.50,24.75
52.00,veh28,-19700.00,0.00,0.50,25.00
52.00,veh29,-20437.00,3.50,0.50,25.25
52.00,veh30,-21174.00,0.00,0.50,25.50
52.00,veh31,-21911.00,3.50,0.50,25.75
52.00,veh32,-22648.00,0.00,0.50,26.00
52.00,veh33,-23385.00,3.50,0.50,26.25
52.00,veh34,-24122.00,0.00,0.50,26.50
52.00,veh35,-24859.00,3.50,0.50,26.75
52.00,veh36,-25596.00,0.00,0.50,27.00
52.00,veh37,-26333.00,3.50,0.50,27.25
52.00,veh38,-27070.00,0.00,0.50,27.50
52.00,veh39,-27807.00,3.50,0.50,27.75
53.00,veh0,954.00,0.00,0.50,18.00
53.00,veh1,217.25,3.50,0.50,18.25
53.00,veh2,-519.50,0.00,0.50,18.50
53.00,veh3,-1256.25,3.50,0.50,18.75
53.00,veh4,-1993.00,0.00,0.50,19.00
53.00,veh5,-2729.75,3.50,0.50,19.25
53.00,veh6,-3466.50,0.00,0.50,19.50
53.00,veh7,-4203.25,3.50,0.50,19.75
53.00,veh8,-4940.00,0.00,0.50,20.00
53.00,veh9,-5676.75,3.50,0.50,20.25
53.00,veh10,-6413.50,0.00,0.50,20.50
53.00,veh11,-7150.25,3.50,0.50,20.75
53.00,veh12,-7887.00,0.00,0.50,21.00
53.00,veh13,-8623.75,3.50,0.50,21.25
53.00,veh14,-9360.50,0.00,0.50,21.50
53.00,veh15,-10097.25,3.50,0.50,21.75
53.00,veh16,-10834.00,0.00,0.50,22.00
53.00,veh17,-11570.75,3.50,0.50,22.25
53.00,veh18,-12307.50,0.00,0.50,22.50
53.00,veh19,-13044.25,3.50,0.50,22.75
53.00,veh20,-13781.00,0.00,0.50,23.00
53.00,veh21,-14517.75,3.50,0.50,23.25
53.00,veh22,-15254.50,0.00,0.50,23.50
53.00,veh23,-15991.25,3.50,0.50,23.75
53.00,veh24,-16728.00,0.00,0.50,24.00
53.00,veh25,-17464.75,3.50,0.50,24.25
53.00,veh26,-18201.50,0.00,0.50,24.50
53.00,veh27,-18938.25,3.50,0.50,24.75
53.00,veh28,-19675.00,0.00,0.50,25.00
53.00,veh29,-20411.75,3.50,0.50,25.25
53.00,veh30,-21148.50,0.00,0.50,25.50
53.00,veh31,-21885.25,3.50,0.50,25.75
53.00,veh32,-22622.00,0.00,0.50,26.00
53.00,veh33,-23358.75,3.50,0.50,26.25
53.00,veh34,-24095.50,0.00,0.50,26.50
53.00,veh35,-24832.25,3.50,0.50,26.75
53.00,veh36,-25569.00,0.00,0.50,27.00
